ord,TIME,LATITUDE,LONGITUDE,ALTITUDE,VEHICLE_ID,BAROMETRIC_PRESSURE,ENGINE_COOLANT_TEMP,FUEL_LEVEL,ENGINE_LOAD,AMBIENT_AIR_TEMP,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,MAF,TERM FUEL TRIM BANK 1,FUEL_ECONOMY,LONG TERM FUEL TRIM BANK 2,FUEL_TYPE,AIR_INTAKE_TEMP,FUEL_PRESSURE,SPEED,SHORT TERM FUEL TRIM BANK 2,SHORT TERM FUEL TRIM BANK 1,ENGINE_RUNTIME,THROTTLE_POS,DTC_NUMBER,TROUBLE_CODES,TIMING_ADVANCE,EQUIV_RATIO,aqui
721,"1,51E+12",-586.816.097,-3.518.248.258,42,control2,100,83,"55,30","64,30",4,1435,55,"13,24",,,,,31,,45,,"-0,80",1:43:12,"30,60",MIL is OFF0 codes,,,,
722,"1,51E+12",-586.856.823,-3.518.224.726,43,control2,100,83,"55,30","55,70",4,1522,45,"5,25",,,,,31,,45,,"3,10",1:43:16,"22,00",MIL is OFF0 codes,,,,
723,"1,51E+12",-586.896.203,-3.518.203.029,44,control2,100,83,"54,90","17,30",4,1479,21,"3,99",,,,,31,,42,,"12,50",1:43:20,"21,20",MIL is OFF0 codes,,,,
724,"1,51E+12",-586.931.833,-3.518.181.621,43,control2,100,83,"54,90","21,60",4,1017,21,"2,81",,,,,32,,,,"4,70",1:43:24,,MIL is OFF0 codes,,,,
725,"1,51E+12",-586.957.602,-3.518.168.219,42,control2,100,82,"54,10","20,80",4,1751,35,"5,26",,,,,32,,13,,"3,10",1:43:28,"23,10",MIL is OFF0 codes,,,,
726,"1,51E+12",-586.963.081,-3.518.166.981,41,control2,100,82,"49,80","43,50",4,793,32,"4,68",,,,,32,,0,,"-0,80",1:43:32,"21,20",MIL is OFF0 codes,,,,
727,"1,51E+12",-586.963.081,-3.518.166.981,41,control2,,82,"49,40","36,10",4,791,31,"4,17",,,,,33,,0,,"0,80",1:43:36,"20,40",MIL is OFF0 codes,,,,
728,"1,51E+12",-586.963.081,-3.518.166.981,41,control2,100,82,"49,80","33,30",4,806,31,"4,01",,,,,33,,0,,"5,50",1:43:40,"20,00",MIL is OFF0 codes,,,,
729,"1,51E+12",-586.963.081,-3.518.166.981,41,control2,100,82,"49,80","37,30",4,787,34,"4,08",,,,,33,,0,,"3,90",1:43:44,"20,40",MIL is OFF0 codes,,,,
730,"1,51E+12",-586.963.081,-3.518.166.981,41,control2,100,83,"50,20","35,70",4,801,71,"4,14",,,,,33,,8,,"2,30",1:43:48,"20,40",MIL is OFF0 codes,,,,
731,"1,51E+12",-586.976.192,-3.518.160.509,40,control2,100,83,"51,00","37,60",4,1992,52,"5,77",,,,,31,,25,,"7,00",1:43:52,"22,00",MIL is OFF0 codes,,,,
732,"1,51E+12",-587.002.374,-3.518.148.019,40,control2,100,83,"51,80","85,10",4,1314,66,"16,82",,,,,31,,38,,"-2,30",1:43:56,"33,70",MIL is OFF0 codes,,,,
733,"1,51E+12",-587.039.389,-351.813.126,41,control2,100,82,"52,90","28,20",4,2310,62,"11,72",,,,,31,,47,,"1,60",1:44:00,"33,30",MIL is OFF0 codes,,,,
734,"1,51E+12",-587.082.345,-3.518.111.061,41,control2,100,82,"53,30","59,60",4,1585,45,"13,88",,,,,31,,49,,"-8,60",1:44:04,"31,00",MIL is OFF0 codes,,,,
735,"1,51E+12",-587.127.521,-3.518.089.539,41,control2,100,82,"53,30","59,20",4,1665,19,"14,39",,,,,31,,49,,"-0,80",1:44:08,"31,40",MIL is OFF0 codes,,,,
736,"1,51E+12",-587.168.041,-3.518.070.829,42,control2,100,83,"53,30","18,40",4,1571,20,"4,18",,,,,31,,34,,"1,60",1:44:12,"21,60",MIL is OFF0 codes,,,,
737,"1,51E+12",-587.199.745,-3.518.055.262,42,control2,100,83,"51,80","45,90",4,1097,78,"13,45",,,,,31,,40,,"13,30",1:44:16,"32,20",MIL is OFF0 codes,,,,
738,"1,51E+12",-587.237.286,-3.518.037.818,43,control2,100,83,"52,90","62,40",4,2069,49,"18,5",,,,,31,,42,,"-1,60",1:44:20,"32,20",MIL is OFF0 codes,,,,
739,"1,51E+12",-58.727.482,-3.518.019.598,45,control2,100,83,"53,70","54,50",4,2101,20,"14,06",,,,,31,,39,,"3,90",1:44:24,"28,20",MIL is OFF0 codes,,,,
740,"1,51E+12",-58.730.323,-3.518.004.078,43,control2,100,83,"53,30","21,20",4,985,33,"2,16",,,,,32,,20,,"1,60",1:44:28,"19,60",MIL is OFF0 codes,,,,
741,"1,51E+12",-587.316.374,-3.517.991.509,48,control2,100,83,"51,40","33,30",4,796,32,"3,69",,,,,32,,15,,"-6,20",1:44:32,"19,60",MIL is OFF0 codes,,,,
742,"1,51E+12",-587.331.738,-3.517.981.459,49,control2,100,83,"51,40","44,70",4,1402,21,"9,82",,,,,31,,24,,"5,50",1:44:36,"28,60",MIL is OFF0 codes,,,,
743,"1,51E+12",-587.353.526,-3.517.967.948,47,control2,100,83,"52,20","60,00",4,1236,43,"10,72",,,,,31,,31,,"4,70",1:44:40,"29,40",MIL is OFF0 codes,,,,
744,"1,51E+12",-587.380.604,-3.517.948.175,46,control2,100,83,"52,90","53,70",,1627,70,"12,69",,,,,31,,41,,"-3,90",1:44:44,"30,20",MIL is OFF0 codes,,,,
745,"1,51E+12",-587.415.325,-3.517.921.977,45,control2,100,83,"53,30","25,90",4,2201,62,"7,34",,,,,31,,51,,"-6,20",1:44:48,"26,30",MIL is OFF0 codes,,,,
746,"1,51E+12",-587.455.757,-3.517.887.448,44,control2,100,83,"53,30","20,40",4,1669,41,"5,71",,,,,31,,56,,"3,90",1:44:52,"27,80",MIL is OFF0 codes,,,,
747,"1,51E+12",-587.501.642,-3.517.853.953,42,control2,100,83,"53,30","29,40",4,1552,20,"4,57",,,,,31,,56,,"7,00",1:44:56,"20,40",MIL is OFF0 codes,,,,
748,"1,51E+12",-587.547.465,-3.517.820.543,40,control2,100,83,"53,30","17,60",4,1527,36,"3,98",,,,,31,,56,,"19,50",1:45:00,"21,60",MIL is OFF0 codes,,,,
749,"1,51E+12",-58.759.481,-3.517.788.077,39,control2,100,83,"53,30","41,60",4,1539,32,"9,48",,,,,31,,57,,"3,90",1:45:04,"27,80",MIL is OFF0 codes,,,,
750,"1,51E+12",-587.641.669,-3.517.755.628,35,control2,100,83,"53,30","16,90",4,1577,19,"3,96",,,,,31,,52,,"0,00",1:45:08,"21,60",MIL is OFF0 codes,,,,
751,"1,51E+12",-587.685.509,-3.517.730.595,32,control2,100,83,"52,50","18,40",4,1381,65,"3,93",,,,,31,,52,,"3,90",1:45:12,"20,40",MIL is OFF0 codes,,,,
752,"1,51E+12",-587.738.191,-351.772.194,30,control2,100,83,"52,90","90,20",4,1777,45,"23,7",,,,,31,,55,,"0,00",1:45:16,"34,90",MIL is OFF0 codes,,,,
753,"1,51E+12",-587.793.689,-3.517.731.944,32,control2,100,82,"53,70","52,20",4,1838,33,"14,05",,,,,31,,53,,"0,00",1:45:20,"31,00",MIL is OFF0 codes,4300,"70,20","1,00",
754,"1,51E+12",-58.784.268,-3.517.754.074,33,control2,100,82,"53,70","35,70",4,1411,30,"7,47",,,,,31,,49,,"3,90",1:45:24,"24,70",MIL is OFF0 codes,4300,"70,60","1,00",
755,"1,51E+12",-587.883.336,-3.517.784.859,28,control2,100,82,"53,30","22,40",4,1308,21,"2,32",,,,,31,,45,,"6,20",1:45:29,"20,00",MIL is OFF0 codes,4300,"71,00","1,00",
756,"1,51E+12",-587.917.796,-3.517.809.478,28,control2,100,82,"53,30","18,40",4,1191,31,"3,47",,,,,32,,35,,"10,90",1:45:33,"19,60",MIL is OFF0 codes,,,,
757,"1,51E+12",-587.939.956,-3.517.832.952,30,control2,100,82,"52,50","35,70",4,915,20,"3,07",,,,,,,21,,"10,20",1:45:37,"17,30",MIL is OFF0 codes,,,,
758,"1,51E+12",-587.956.935,-3.517.840.145,30,control2,100,82,"51,00","18,00",4,1493,31,"3,91",,,,,32,,3,,"7,00",1:45:41,"20,40",MIL is OFF0 codes,,,,
759,"1,51E+12",-587.956.935,-3.517.840.145,30,control2,100,82,"50,60","42,70",4,767,32,"4,58",,,,,32,,0,,"0,80",1:45:45,"21,20",MIL is OFF0 codes,,,,
760,"1,51E+12",-587.956.935,-3.517.840.145,30,control2,100,82,"51,00","39,60",4,806,32,"4,29",,,,,33,,0,,"-1,60",1:45:49,"20,40",MIL is OFF0 codes,,,,
761,"1,51E+12",-587.956.935,-3.517.840.145,30,control2,100,82,"51,40","38,00",4,806,34,"4,18",,,,,33,,0,,"-2,30",1:45:53,"20,40",MIL is OFF0 codes,,,,
762,"1,51E+12",-587.956.935,-3.517.840.145,30,control2,100,83,"51,80","35,30",4,799,32,"4,24",,,,,33,,0,,"-2,30",1:45:57,"20,40",MIL is OFF0 codes,,,,
763,"1,51E+12",-587.956.935,-3.517.840.145,30,control2,100,83,"52,20","36,90",4,802,31,"4,23",,,,,,,0,,"-3,10",1:46:01,"20,40",MIL is OFF0 codes,,,,
764,"1,51E+12",-587.956.935,-3.517.840.145,30,control2,100,83,"52,20","37,60",4,817,32,"3,99",,,,,33,,0,,"1,60",1:46:05,"20,40",,,,,
765,"1,51E+12",-587.956.935,-3.517.840.145,30,control2,100,83,"52,50","36,10",4,821,32,"4,11",,,,,33,,0,,"2,30",1:46:09,"20,40",,,,,
766,"1,51E+12",-587.956.935,-3.517.840.145,30,control2,100,83,"52,50","37,30",4,790,34,"4,14",,,,,33,,0,,"0,80",1:46:13,"20,40",,,,,
767,"1,51E+12",-587.956.935,-3.517.840.145,30,control2,100,83,"52,50","38,40",4,798,32,"4,49",,,,,33,,0,,"0,80",1:46:17,"20,40",,,,,
768,"1,51E+12",-587.956.935,-3.517.840.145,30,control2,100,83,"52,90","39,20",4,789,33,"4,39",,,,,33,,0,,"0,80",1:46:21,"20,80",,,,,
769,"1,51E+12",-587.956.935,-3.517.840.145,30,control2,100,83,"52,90","38,40",4,793,35,"4,29",,,,,33,,0,,"0,80",1:46:25,"20,80",,,,,
770,"1,51E+12",-587.956.935,-3.517.840.145,30,control2,100,83,"52,90","39,20",4,793,50,"4,55",,,,,33,,1,,"-3,10",1:46:29,"20,80",,,,,
771,"1,51E+12",-587.956.935,-3.517.840.145,30,control2,100,83,"53,30","82,40",4,1043,32,"14,34",,,,,32,,15,,"0,00",1:46:33,"31,40",,,,,
772,"1,51E+12",-587.972.391,-3.517.856.225,36,control2,100,84,"54,50","86,70",4,1664,20,"22,01",,,,,31,,29,,"-3,10",1:46:37,"34,50",,,,,
773,"1,51E+12",-588.000.186,-351.787.828,33,control2,100,84,"55,70","91,00",4,1530,81,"21,85",,,,,31,,39,,"-0,80",1:46:41,"35,30",,,,,
774,"1,51E+12",-588.034.139,-3.517.904.428,32,control2,100,84,"56,90","100,00",4,2091,80,"32,27",,,,,31,,48,,"-6,20",1:46:45,"37,60",MIL is OFF0 codes,,,,
775,"1,51E+12",-588.074.741,-3.517.934.551,36,control2,100,85,"56,90","100,00",4,1653,81,"24,96",,,,,30,,55,,"3,10",1:46:49,"36,10",MIL is OFF0 codes,,,,
776,"1,51E+12",-588.118.728,-3.517.970.214,37,control2,100,85,"56,90","40,00",4,2017,70,"5,66",,,,,31,,55,,"3,90",1:46:53,"23,50",MIL is OFF0 codes,,,,
777,"1,51E+12",-588.160.244,-3.518.002.565,36,control2,100,85,"56,50","81,60",4,1516,59,"18,36",,,,,30,,57,,"0,00",1:46:57,"32,90",MIL is OFF0 codes,,,,
778,"1,51E+12",-58.820.784,-3.518.036.763,34,control2,100,86,"56,50","62,40",4,1592,31,"12,49",,,,,31,,57,,"-2,30",1:47:01,"29,80",MIL is OFF0 codes,,,,
779,"1,51E+12",-588.254.448,-3.518.072.671,35,control2,100,86,"56,10","45,90",4,1565,46,"10,44",,,,,31,,57,,"4,70",1:47:05,"29,00",MIL is OFF0 codes,,,,
780,"1,51E+12",-588.301.293,-3.518.104.856,37,control2,100,85,"55,70","54,10",4,1546,62,"12,09",,,,,30,,55,,"-0,80",1:47:09,"30,20",MIL is OFF0 codes,,,,
781,"1,51E+12",-588.353.409,-3.518.119.813,37,control2,100,85,"55,70","84,30",4,1498,32,"18,92",,,,,30,,51,,"-5,50",1:47:13,"33,70",MIL is OFF0 codes,,,,
782,"1,51E+12",-58.840.483,-3.518.129.417,40,control2,100,85,"55,30","84,70",4,1718,68,"20,98",,,,,30,,54,,"1,60",1:47:17,"34,10",MIL is OFF0 codes,,,,
783,"1,51E+12",-588.458.738,-3.518.125.947,42,control2,100,85,"55,70","83,90",4,1842,54,"23,03",,,,,30,,58,,"2,30",1:47:21,"34,50",MIL is OFF0 codes,,,,
784,"1,51E+12",-588.515.078,-3.518.114.771,45,control2,100,84,"55,70","63,50",4,1966,47,"18,4",,,,,30,,58,,"1,60",1:47:25,"32,20",MIL is OFF0 codes,,,,
785,"1,51E+12",-588.574.498,-3.518.095.415,44,control2,100,84,"55,70","56,10",4,1596,44,"12,72",,,,,30,,59,,"4,70",1:47:29,"30,20",MIL is OFF0 codes,,,,
786,"1,51E+12",-588.632.308,-3.518.089.958,44,control2,100,84,"55,30","50,60",4,1612,43,"11,93",,,,,31,,59,,"4,70",1:47:33,"29,80",MIL is OFF0 codes,,,,
787,"1,51E+12",-588.689.781,-3.518.084.784,49,control2,100,84,"55,30","50,20",4,1621,42,"12,07",,,,,30,,60,,"-0,80",1:47:37,"29,80",MIL is OFF0 codes,,,,
788,"1,51E+12",-58.874.751,-3.518.071.469,48,control2,100,84,"54,90","39,20",4,1637,33,"9,36",,,,,31,,59,,"3,90",1:47:41,"27,80",MIL is OFF0 codes,,,,
789,"1,51E+12",-588.804.688,-3.518.059.973,48,control2,100,84,"54,90","39,60",4,1611,30,9,,,,,31,,59,,"-0,80",1:47:45,"26,70",MIL is OFF0 codes,,,,
790,"1,51E+12",-588.862.712,-3.518.042.918,46,control2,100,83,"54,90","34,10",4,1616,32,"8,2",,,,,31,,60,,"-1,60",1:47:49,"26,70",MIL is OFF0 codes,,,,
791,"1,51E+12",-588.921.515,-351.803.086,44,control2,100,83,"54,50","36,50",4,1665,32,"8,76",,,,,31,,62,,"3,10",1:47:53,"27,10",MIL is OFF0 codes,,,,
792,"1,51E+12",-588.983.796,-3.518.016.158,42,control2,100,83,"54,50","43,10",4,1670,18,"11,48",,,,,31,,57,,"-3,10",1:47:57,"29,80",MIL is OFF0 codes,,,,
793,"1,51E+12",-589.038.478,-3.518.005.801,38,control2,100,83,"54,50","32,90",4,1014,43,"6,85",,,,,31,,52,,"3,90",1:48:01,"25,50",MIL is OFF0 codes,,,,
794,"1,51E+12",-589.087.807,-3.517.989.563,39,control2,100,82,"54,10","52,50",4,1720,19,"13,42",,,,,31,,49,,"2,30",1:48:05,"30,60",MIL is OFF0 codes,,,,
795,"1,51E+12",-589.135.671,-351.797.558,38,control2,100,82,"54,10","38,40",4,1570,47,"10,47",,,,,31,,52,,"4,70",1:48:09,"29,00",MIL is OFF0 codes,,,,
796,"1,51E+12",-589.186.865,-3.517.956.723,35,control2,100,82,"54,10","54,10",4,1802,19,"14,11",,,,,31,,57,,"2,30",1:48:13,"31,00",MIL is OFF0 codes,,,,
797,"1,51E+12",-589.238.836,-3.517.935.701,34,control2,100,82,"53,70","18,80",4,1303,21,"3,22",,,,,31,,56,,"-0,80",1:48:17,"18,80",MIL is OFF0 codes,,,,
798,"1,51E+12",-589.291.645,-3.517.912.862,34,control2,100,82,"53,30","18,40",4,1524,20,"4,06",,,,,31,,53,,"0,00",1:48:21,"21,60",MIL is OFF0 codes,,,,
799,"1,51E+12",-589.340.504,-3.517.889.872,37,control2,100,82,"53,30","18,80",4,1429,20,"3,87",,,,,31,,49,,"0,00",1:48:25,"21,20",MIL is OFF0 codes,,,,
800,"1,51E+12",-589.385.157,-351.787.111,40,control2,100,82,"52,90","19,20",4,1330,21,"3,83",,,,,31,,42,,"0,00",1:48:29,"20,80",MIL is OFF0 codes,,,,
